"","neuron_ID","animal_ID","treatment","sex","position","channels","cell_desc","assignment","cell_type","stim_type","stim_code","stim_amp","idc_amp","recovery_time","exp_phase","is_good_assign","WOI1","WOI2","spikes_count_pre","spikes_count_post","trials_count","spikes_std_pre","spikes_std_post","recording_time","template_time","delta_t","spikes_pre","spikes_post","max_bin_time","max_bin_count","max_bin_time_template","max_bin_count_template","bins","recording_filenames","recording_files_num","template_filenames","template_files_num","net_response","log_spikes_count_post","log_spikes_count_pre","t_test","evoked"
"24","SNT04_1_[20 10 30]-15_thermal2","SNT04","SNT","M",1,"[20, 10, 30]","thermal2",15,"laser","laser","L1",2.69,0,10,"recovery","true","[-700, 0]","[800, 1500]",0,30,2,0,2.82842712474619,61987,58150,3837,"Any[]","Any[820.4666666666667, 831.1666666666666, 882.6, 965.6, 1022.5666666666667, 1100.9, 1147.2, 1155.0, 1206.2, 1231.6, 1238.6666666666667, 1335.2, 1337.0, 1338.1333333333334, 1341.0333333333333, 1354.4666666666667, 1468.5333333333333, 817.0, 828.5, 879.2333333333333, 964.3666666666667, 973.9, 979.9, 1068.4666666666667, 1095.9666666666667, 1117.3666666666666, 1141.5, 1291.2333333333333, 1337.9666666666667, 1342.8]",1300,6,0,0,"800:50:1500","[""snt04_220819_171307.rhs"", ""snt04_220819_171831.rhs""]","[13, 14]","[""snt04_220819_160910.rhs"", ""snt04_220819_161241.rhs""]","[7, 8]",30,1.49136169383427,0,0.0423786092698928,TRUE
"25","SNT04_2_[6 22 27]-14_tactile2","SNT04","SNT","M",2,"[6, 22, 27]","tactile2",14,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,2,50,0,0.197948663722157,66495,66198,297,"Any[]","Any[14.7, 15.0]",14,2,0,0,"0:1:40","[""snt04_220819_182815.rhs"", ""snt04_220819_182831.rhs"", ""snt04_220819_182847.rhs"", ""snt04_220819_182903.rhs"", ""snt04_220819_182919.rhs""]","[6, 7, 8, 9, 10]","[""snt04_220819_182318.rhs"", ""snt04_220819_182334.rhs"", ""snt04_220819_182350.rhs"", ""snt04_220819_182406.rhs"", ""snt04_220819_182422.rhs""]","[1, 2, 3, 4, 5]",2,0.477121254719662,0,3.31593247474049e-51,TRUE
"26","SNT04_2_[6 22 27]-14_tactile2","SNT04","SNT","M",2,"[6, 22, 27]","tactile2",14,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,1,50,0,0.141421356237309,66760,66198,562,"Any[]","Any[14.766666666666667]",14,1,0,0,"0:1:40","[""snt04_220819_183240.rhs"", ""snt04_220819_183256.rhs"", ""snt04_220819_183312.rhs"", ""snt04_220819_183328.rhs"", ""snt04_220819_183344.rhs""]","[11, 12, 13, 14, 15]","[""snt04_220819_182318.rhs"", ""snt04_220819_182334.rhs"", ""snt04_220819_182350.rhs"", ""snt04_220819_182406.rhs"", ""snt04_220819_182422.rhs""]","[1, 2, 3, 4, 5]",1,0.301029995663981,0,1.0290051293705e-43,TRUE
"27","SNT04_2_[6 22 27]-14_tactile2","SNT04","SNT","M",2,"[6, 22, 27]","tactile2",14,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,1,50,0,0.14142135623731,67332,66198,1134,"Any[]","Any[20.733333333333334]",20,1,0,0,"0:1:40","[""snt04_220819_184212.rhs"", ""snt04_220819_184228.rhs"", ""snt04_220819_184244.rhs"", ""snt04_220819_184300.rhs"", ""snt04_220819_184316.rhs""]","[21, 22, 23, 24, 25]","[""snt04_220819_182318.rhs"", ""snt04_220819_182334.rhs"", ""snt04_220819_182350.rhs"", ""snt04_220819_182406.rhs"", ""snt04_220819_182422.rhs""]","[1, 2, 3, 4, 5]",1,0.301029995663981,0,1.0290051293705e-43,TRUE
"28","SNT05_2_[27 11 8]-2_tactile1","SNT05","SNT","F",2,"[27, 11, 8]","tactile1",2,"shaker","shaker","M1",100,0,4,"recovery","true","[-40, 0]","[0, 40]",0,1,50,0,0.14142135623731,52340,51643,697,"Any[]","Any[25.4]",25,1,0,0,"0:1:40","[""snt05_220824_143220.rhs"", ""snt05_220824_143236.rhs"", ""snt05_220824_143252.rhs"", ""snt05_220824_143308.rhs"", ""snt05_220824_143324.rhs""]","[21, 22, 23, 24, 25]","[""snt05_220824_142043.rhs"", ""snt05_220824_142059.rhs"", ""snt05_220824_142115.rhs"", ""snt05_220824_142131.rhs"", ""snt05_220824_142147.rhs""]","[11, 12, 13, 14, 15]",1,0.301029995663981,0,1.0290051293705e-43,TRUE
"29","SNT05_2_[27 11 8]-3_tactile1","SNT05","SNT","F",2,"[27, 11, 8]","tactile1",3,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",14,40,50,0.536047515408392,0.728431359084684,52653,51643,1010,"Any[-35.1, -5.3, -33.166666666666664, -39.6, -21.533333333333335, -27.533333333333335, -14.566666666666666, -33.63333333333333, -10.866666666666667, -34.666666666666664, -32.86666666666667, -39.3, -15.633333333333333, -25.133333333333333]","Any[11.3, 25.766666666666666, 16.566666666666666, 22.233333333333334, 31.1, 20.633333333333333, 15.9, 26.4, 13.266666666666667, 37.7, 8.466666666666667, 11.033333333333333, 24.766666666666666, 12.233333333333333, 14.2, 38.86666666666667, 6.8, 19.733333333333334, 10.666666666666666, 18.366666666666667, 12.233333333333333, 13.7, 22.2, 19.666666666666668, 18.6, 11.766666666666667, 26.166666666666668, 21.666666666666668, 24.433333333333334, 30.366666666666667, 29.666666666666668, 20.533333333333335, 12.333333333333334, 3.8666666666666667, 20.133333333333333, 19.833333333333332, 16.3, 24.166666666666668, 20.466666666666665, 27.833333333333332]",20,4,0,0,"0:1:40","[""snt05_220824_143733.rhs"", ""snt05_220824_143749.rhs"", ""snt05_220824_143805.rhs"", ""snt05_220824_143821.rhs"", ""snt05_220824_143837.rhs""]","[26, 27, 28, 29, 30]","[""snt05_220824_142043.rhs"", ""snt05_220824_142059.rhs"", ""snt05_220824_142115.rhs"", ""snt05_220824_142131.rhs"", ""snt05_220824_142147.rhs""]","[11, 12, 13, 14, 15]",26,1.61278385671974,1.17609125905568,1.13132162606084e-121,TRUE
"30","SNT05_2_[27 11 8]-5_tactile1","SNT05","SNT","F",2,"[27, 11, 8]","tactile1",5,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,1,50,0,0.14142135623731,52653,51643,1010,"Any[]","Any[10.833333333333334]",10,1,0,0,"0:1:40","[""snt05_220824_143733.rhs"", ""snt05_220824_143749.rhs"", ""snt05_220824_143805.rhs"", ""snt05_220824_143821.rhs"", ""snt05_220824_143837.rhs""]","[26, 27, 28, 29, 30]","[""snt05_220824_142043.rhs"", ""snt05_220824_142059.rhs"", ""snt05_220824_142115.rhs"", ""snt05_220824_142131.rhs"", ""snt05_220824_142147.rhs""]","[11, 12, 13, 14, 15]",1,0.301029995663981,0,1.0290051293705e-43,TRUE
"31","SNT05_2_[27 11 8]-9_tactile1","SNT05","SNT","F",2,"[27, 11, 8]","tactile1",9,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,1,50,0,0.14142135623731,52653,51643,1010,"Any[]","Any[8.266666666666667]",8,1,0,0,"0:1:40","[""snt05_220824_143733.rhs"", ""snt05_220824_143749.rhs"", ""snt05_220824_143805.rhs"", ""snt05_220824_143821.rhs"", ""snt05_220824_143837.rhs""]","[26, 27, 28, 29, 30]","[""snt05_220824_142043.rhs"", ""snt05_220824_142059.rhs"", ""snt05_220824_142115.rhs"", ""snt05_220824_142131.rhs"", ""snt05_220824_142147.rhs""]","[11, 12, 13, 14, 15]",1,0.301029995663981,0,1.0290051293705e-43,TRUE
"32","SNT05_2_[27 11 8]-10_tactile1","SNT05","SNT","F",2,"[27, 11, 8]","tactile1",10,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",1,2,50,0.14142135623731,0.197948663722157,52653,51643,1010,"Any[-8.366666666666667]","Any[28.5, 13.733333333333333]",13,1,0,0,"0:1:40","[""snt05_220824_143733.rhs"", ""snt05_220824_143749.rhs"", ""snt05_220824_143805.rhs"", ""snt05_220824_143821.rhs"", ""snt05_220824_143837.rhs""]","[26, 27, 28, 29, 30]","[""snt05_220824_142043.rhs"", ""snt05_220824_142059.rhs"", ""snt05_220824_142115.rhs"", ""snt05_220824_142131.rhs"", ""snt05_220824_142147.rhs""]","[11, 12, 13, 14, 15]",1,0.477121254719662,0.301029995663981,4.15660620174216e-47,TRUE
"33","SNT05_2_[27 11 8]-8_tactile1","SNT05","SNT","F",2,"[27, 11, 8]","tactile1",8,"shaker","shaker","M1",100,0,4,"recovery","true","[-40, 0]","[0, 40]",0,14,50,0,0.453557367611073,52876,51643,1233,"Any[]","Any[6.6, 6.6, 6.633333333333334, 6.566666666666666, 6.566666666666666, 6.7, 6.6, 6.633333333333334, 6.6, 6.8, 6.433333333333334, 6.466666666666667, 6.533333333333333, 6.5]",6,14,0,0,"0:1:40","[""snt05_220824_144116.rhs"", ""snt05_220824_144132.rhs"", ""snt05_220824_144148.rhs"", ""snt05_220824_144204.rhs"", ""snt05_220824_144220.rhs""]","[31, 32, 33, 34, 35]","[""snt05_220824_142043.rhs"", ""snt05_220824_142059.rhs"", ""snt05_220824_142115.rhs"", ""snt05_220824_142131.rhs"", ""snt05_220824_142147.rhs""]","[11, 12, 13, 14, 15]",14,1.17609125905568,0,6.97664220848502e-75,TRUE
"34","SNT05_3_[22 27 11]-10_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",10,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,13,50,0,0.486973158544552,64955,64378,577,"Any[]","Any[12.1, 11.0, 7.433333333333334, 10.966666666666667, 8.566666666666666, 8.733333333333333, 7.366666666666666, 8.366666666666667, 7.4, 8.633333333333333, 8.8, 8.566666666666666, 10.6]",8,6,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",13,1.14612803567824,0,8.50848097366293e-72,TRUE
"35","SNT05_3_[22 27 11]-11_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",11,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,6,50,0,0.328260722659316,64955,64378,577,"Any[]","Any[10.4, 7.166666666666667, 10.733333333333333, 8.533333333333333, 7.166666666666667, 7.166666666666667]",7,3,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",6,0.845098040014257,0,9.42815170110013e-64,TRUE
"36","SNT05_3_[22 27 11]-12_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",12,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,42,50,0,0.79179465488863,64955,64378,577,"Any[]","Any[19.033333333333335, 14.1, 11.766666666666667, 10.633333333333333, 12.6, 11.7, 15.633333333333333, 14.533333333333333, 13.6, 7.166666666666667, 7.2, 10.0, 12.2, 7.133333333333334, 11.8, 18.666666666666668, 12.466666666666667, 6.866666666666666, 7.166666666666667, 10.2, 15.1, 7.833333333333333, 10.066666666666666, 18.266666666666666, 13.9, 7.166666666666667, 7.233333333333333, 14.7, 7.166666666666667, 10.733333333333333, 13.033333333333333, 10.3, 11.566666666666666, 10.466666666666667, 11.966666666666667, 7.133333333333334, 7.166666666666667, 6.833333333333333, 20.033333333333335, 7.7, 12.466666666666667, 11.666666666666666]",7,11,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",42,1.63346845557959,0,2.13222508514845e-86,TRUE
"37","SNT05_3_[22 27 11]-15_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",15,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,10,50,0,0.451753951452626,64955,64378,577,"Any[]","Any[8.233333333333333, 17.166666666666668, 10.866666666666667, 10.6, 10.533333333333333, 8.733333333333333, 11.066666666666666, 8.266666666666667, 10.8, 11.0]",10,5,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",10,1.04139268515823,0,8.10996415121298e-68,TRUE
"38","SNT05_3_[22 27 11]-16_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",16,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,35,50,0,0.762648446573665,64955,64378,577,"Any[]","Any[11.7, 10.1, 10.366666666666667, 15.6, 12.766666666666667, 8.333333333333334, 6.966666666666667, 10.333333333333334, 12.1, 8.8, 10.5, 8.233333333333333, 12.2, 8.466666666666667, 8.166666666666666, 9.733333333333333, 12.1, 11.733333333333333, 8.266666666666667, 12.133333333333333, 8.3, 11.133333333333333, 10.466666666666667, 10.6, 10.466666666666667, 8.1, 8.233333333333333, 10.3, 8.766666666666667, 7.066666666666666, 8.333333333333334, 12.1, 8.233333333333333, 16.0, 15.166666666666666]",8,12,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",35,1.55630250076729,0,2.56669004643998e-83,TRUE
"39","SNT05_3_[22 27 11]-17_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",17,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,15,50,0,0.505076272276105,64955,64378,577,"Any[]","Any[17.933333333333334, 22.366666666666667, 8.3, 10.266666666666667, 8.3, 22.566666666666666, 10.9, 11.033333333333333, 8.233333333333333, 11.166666666666666, 10.966666666666667, 8.333333333333334, 22.833333333333332, 8.233333333333333, 10.7]",8,5,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",15,1.20411998265592,0,4.61424539590319e-74,TRUE
"40","SNT05_3_[22 27 11]-18_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",18,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,61,50,0,1.07456683251951,64955,64378,577,"Any[]","Any[7.033333333333333, 16.433333333333334, 7.166666666666667, 16.866666666666667, 23.066666666666666, 14.9, 17.1, 8.833333333333334, 16.033333333333335, 16.366666666666667, 22.866666666666667, 23.566666666666666, 7.466666666666667, 17.166666666666668, 36.2, 16.833333333333332, 33.13333333333333, 7.433333333333334, 8.8, 14.333333333333334, 24.0, 15.233333333333333, 17.633333333333333, 8.666666666666666, 15.266666666666667, 24.566666666666666, 14.7, 14.166666666666666, 35.7, 10.633333333333333, 16.033333333333335, 33.5, 10.566666666666666, 15.133333333333333, 16.6, 20.6, 33.06666666666667, 10.333333333333334, 16.366666666666667, 23.133333333333333, 15.166666666666666, 12.6, 14.033333333333333, 36.96666666666667, 7.133333333333334, 22.466666666666665, 11.833333333333334, 14.666666666666666, 17.6, 26.3, 7.466666666666667, 14.666666666666666, 19.733333333333334, 16.0, 7.466666666666667, 20.1, 7.466666666666667, 11.7, 7.466666666666667, 14.7, 23.133333333333333]",7,9,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",61,1.79239168949825,0,7.68722488290227e-88,TRUE
"41","SNT05_3_[22 27 11]-19_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",19,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",0,6,50,0,0.328260722659316,64955,64378,577,"Any[]","Any[10.2, 10.4, 8.233333333333333, 10.5, 8.133333333333333, 10.766666666666667]",10,4,0,0,"0:1:40","[""snt05_220824_180235.rhs"", ""snt05_220824_180251.rhs"", ""snt05_220824_180307.rhs"", ""snt05_220824_180323.rhs"", ""snt05_220824_180339.rhs""]","[6, 7, 8, 9, 10]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",6,0.845098040014257,0,9.42815170110013e-64,TRUE
"42","SNT05_3_[22 27 11]-5_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",5,"shaker","shaker","M1",100,0,8,"recovery","true","[-40, 0]","[0, 40]",0,1,50,0,0.14142135623731,67590,64378,3212,"Any[]","Any[19.133333333333333]",19,1,0,0,"0:1:40","[""snt05_220824_184630.rhs"", ""snt05_220824_184646.rhs"", ""snt05_220824_184702.rhs"", ""snt05_220824_184718.rhs"", ""snt05_220824_184734.rhs""]","[31, 32, 33, 34, 35]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",1,0.301029995663981,0,1.0290051293705e-43,TRUE
"43","SNT05_3_[22 27 11]-9_tactile2","SNT05","SNT","F",3,"[22, 27, 11]","tactile2",9,"shaker","shaker","M1",100,0,15,"recovery","true","[-40, 0]","[0, 40]",0,21,50,0,0.730948503169487,68118,64378,3740,"Any[]","Any[7.8, 21.133333333333333, 11.633333333333333, 22.533333333333335, 9.933333333333334, 18.766666666666666, 24.2, 11.733333333333333, 8.0, 12.766666666666667, 17.633333333333333, 17.733333333333334, 10.733333333333333, 18.7, 11.466666666666667, 10.6, 11.166666666666666, 17.333333333333332, 19.433333333333334, 13.2, 11.566666666666666]",11,5,0,0,"0:1:40","[""snt05_220824_185518.rhs"", ""snt05_220824_185534.rhs"", ""snt05_220824_185550.rhs"", ""snt05_220824_185606.rhs"", ""snt05_220824_185622.rhs""]","[36, 37, 38, 39, 40]","[""snt05_220824_175258.rhs"", ""snt05_220824_175314.rhs"", ""snt05_220824_175330.rhs"", ""snt05_220824_175346.rhs"", ""snt05_220824_175402.rhs""]","[1, 2, 3, 4, 5]",21,1.34242268082221,0,2.33880481488559e-73,TRUE
"44","SNT05_4_[5 14 29]-9_thermal2","SNT05","SNT","F",4,"[5, 14, 29]","thermal2",9,"laser","laser","L1",3.71,0,15,"recovery","true","[-700, 0]","[800, 1500]",4,23,2,0,0.707106781186548,73086,70555,2531,"Any[-544.5, -490.6666666666667, -93.5, -58.96666666666667]","Any[819.2666666666667, 830.4333333333333, 836.1, 886.9, 1037.4, 1090.2333333333333, 1129.3333333333333, 1228.4666666666667, 1235.0666666666666, 1290.6666666666667, 1380.2, 802.1666666666666, 819.4333333333333, 847.2, 852.9666666666667, 867.6, 873.2333333333333, 896.0666666666667, 946.1, 951.2, 1078.5666666666666, 1113.9333333333334, 1218.5666666666666]",800,6,0,0,"800:50:1500","[""snt05_220824_201806.rhs"", ""snt05_220824_202137.rhs""]","[4, 5]","[""snt05_220824_193555.rhs"", ""snt05_220824_193932.rhs""]","[1, 2]",19,1.38021124171161,0.698970004336019,0.0167492862086107,TRUE
"45","SNT06_1_[5 14 29]-3_thermal1","SNT06","SNT","F",1,"[5, 14, 29]","thermal1",3,"laser","laser","L1",2.15,0,15,"recovery","true","[-700, 0]","[800, 1500]",1,5,2,0.707106781186548,0.707106781186548,52478,49216,3262,"Any[-629.5666666666667]","Any[1008.6, 1161.1, 1334.4333333333334, 1350.3333333333333, 1447.9333333333334]",1000,1,0,0,"800:50:1500","[""snt06_220831_143438.rhs"", ""snt06_220831_143802.rhs""]","[6, 7]","[""snt06_220831_134016.rhs"", ""snt06_220831_134218.rhs""]","[1, 2]",4,0.778151250383644,0.301029995663981,0.0298574998546681,TRUE
"46","SNT06_1_[5 14 29]-9_thermal1","SNT06","SNT","F",1,"[5, 14, 29]","thermal1",9,"laser","laser","L1",2.15,0,10,"recovery","true","[-700, 0]","[800, 1500]",1,5,2,0.707106781186548,0.707106781186548,54705,49216,5489,"Any[-657.7333333333333]","Any[902.2, 1095.2, 1087.9, 1251.6666666666667, 1397.4666666666667]",1050,2,0,0,"800:50:1500","[""snt06_220831_151145.rhs"", ""snt06_220831_151551.rhs""]","[8, 9]","[""snt06_220831_134016.rhs"", ""snt06_220831_134218.rhs""]","[1, 2]",4,0.778151250383644,0.301029995663981,0.0298574998546681,TRUE
"47","SNT06_1_[12 1 17]-2_tactile2","SNT06","SNT","F",1,"[12, 1, 17]","tactile2",2,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",1,45,50,0.141421356237309,0.303045763365663,60742,60167,575,"Any[-38.5]","Any[14.833333333333334, 10.866666666666667, 11.466666666666667, 11.1, 3.3333333333333335, 8.033333333333333, 12.166666666666666, 11.233333333333333, 15.6, 8.366666666666667, 8.6, 8.566666666666666, 8.533333333333333, 8.666666666666666, 8.833333333333334, 8.866666666666667, 8.3, 8.166666666666666, 8.8, 8.566666666666666, 10.7, 8.333333333333334, 8.333333333333334, 8.8, 8.4, 8.8, 8.366666666666667, 8.1, 8.466666666666667, 8.666666666666666, 8.5, 8.5, 8.566666666666666, 8.466666666666667, 8.366666666666667, 8.233333333333333, 8.4, 8.433333333333334, 8.433333333333334, 8.666666666666666, 8.3, 8.4, 8.233333333333333, 8.633333333333333, 8.533333333333333]",8,36,0,0,"0:1:40","[""snt06_220831_165222.rhs"", ""snt06_220831_165238.rhs"", ""snt06_220831_165254.rhs"", ""snt06_220831_165310.rhs"", ""snt06_220831_165326.rhs""]","[51, 52, 53, 54, 55]","[""snt06_220831_164247.rhs"", ""snt06_220831_164303.rhs"", ""snt06_220831_164319.rhs"", ""snt06_220831_164335.rhs"", ""snt06_220831_164351.rhs""]","[46, 47, 48, 49, 50]",44,1.66275783168157,0.301029995663981,7.83374786873974e-144,TRUE
"48","SNT06_1_[12 1 17]-4_tactile2","SNT06","SNT","F",1,"[12, 1, 17]","tactile2",4,"shaker","shaker","M1",100,0,1,"recovery","true","[-40, 0]","[0, 40]",9,15,50,0.481917936955229,0.505076272276105,60742,60167,575,"Any[-39.63333333333333, -33.166666666666664, -32.5, -35.6, -26.333333333333332, -37.56666666666667, -4.933333333333334, -2.4, -28.433333333333334]","Any[38.6, 32.0, 23.966666666666665, 10.3, 39.666666666666664, 5.066666666666666, 19.333333333333332, 26.5, 21.8, 28.0, 37.4, 33.733333333333334, 35.6, 39.266666666666666, 24.4]",39,2,0,0,"0:1:40","[""snt06_220831_165222.rhs"", ""snt06_220831_165238.rhs"", ""snt06_220831_165254.rhs"", ""snt06_220831_165310.rhs"", ""snt06_220831_165326.rhs""]","[51, 52, 53, 54, 55]","[""snt06_220831_164247.rhs"", ""snt06_220831_164303.rhs"", ""snt06_220831_164319.rhs"", ""snt06_220831_164335.rhs"", ""snt06_220831_164351.rhs""]","[46, 47, 48, 49, 50]",6,1.20411998265592,1,1.7581810975776e-79,TRUE
