"","neuron_ID","animal_ID","treatment","sex","position","channels","cell_desc","assignment","cell_type","stim_type","stim_code","stim_amp","idc_amp","recovery_time","exp_phase","is_good_assign","WOI1","WOI2","spikes_count_pre","spikes_count_post","trials_count","spikes_std_pre","spikes_std_post","recording_time","template_time","delta_t","spikes_pre","spikes_post","max_bin_time","max_bin_count","max_bin_time_template","max_bin_count_template","bins","recording_filenames","recording_files_num","template_filenames","template_files_num","net_response","log_spikes_count_post","log_spikes_count_pre","t_test","evoked","polarity"
"7895","SNT03_2_[24 25 9]-8_tactile1","SNT03","SNT","M",2,"[24, 25, 9]","tactile1",8,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",14,21,50,0.453557367611073,0.574633867460536,69069,67858,1211,"Any[-36.13333333333333, -28.433333333333334, -20.5, -35.4, -32.233333333333334, -29.633333333333333, -9.033333333333333, -49.6, -23.6, -32.86666666666667, -18.6, -44.06666666666667, -49.6, -4.066666666666666]","Any[41.8, 46.766666666666666, 21.633333333333333, 37.06666666666667, 21.166666666666668, 22.5, 25.3, 43.13333333333333, 24.166666666666668, 5.9, 43.13333333333333, 45.56666666666667, 43.2, 2.2333333333333334, 23.066666666666666, 27.166666666666668, 31.366666666666667, 36.13333333333333, 28.833333333333332, 41.06666666666667, 16.266666666666666]",43,3,0,0,"0:1:50","[""snt03_220817_191109.rhs"", ""snt03_220817_191125.rhs"", ""snt03_220817_191141.rhs"", ""snt03_220817_191157.rhs"", ""snt03_220817_191213.rhs""]","[16, 17, 18, 19, 20]","[""snt03_220817_185058.rhs"", ""snt03_220817_185114.rhs"", ""snt03_220817_185130.rhs"", ""snt03_220817_185146.rhs"", ""snt03_220817_185202.rhs""]","[1, 2, 3, 4, 5]",7,1.34242268082221,1.17609125905568,7.35387202854684e-81,TRUE,"Control"
"7897","SNT04_1_[17 6 22]-2_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",22,90,50,0.501426536422407,1.16057691494799,50222,50222,0,"Any[-7.066666666666666, -22.2, -7.033333333333333, -25.5, -40.833333333333336, -46.03333333333333, -3.2666666666666666, -37.0, -42.36666666666667, -40.166666666666664, -15.3, -46.13333333333333, -7.7, -46.5, -30.4, -48.56666666666667, -40.7, -3.3, -12.466666666666667, -2.533333333333333, -32.5, -24.033333333333335]","Any[8.133333333333333, 17.166666666666668, 17.7, 8.133333333333333, 8.333333333333334, 7.733333333333333, 17.466666666666665, 18.533333333333335, 7.866666666666666, 11.166666666666666, 13.666666666666666, 14.266666666666667, 14.066666666666666, 17.2, 7.633333333333334, 16.233333333333334, 7.7, 12.666666666666666, 21.466666666666665, 14.333333333333334, 8.766666666666667, 14.833333333333334, 17.0, 11.3, 13.1, 7.7, 8.9, 15.933333333333334, 7.833333333333333, 9.6, 7.866666666666666, 11.0, 12.333333333333334, 12.633333333333333, 15.7, 7.833333333333333, 11.466666666666667, 16.966666666666665, 18.866666666666667, 7.8, 12.133333333333333, 8.4, 16.5, 7.766666666666667, 5.3, 8.0, 9.6, 12.066666666666666, 13.0, 14.266666666666667, 7.933333333333334, 9.5, 10.033333333333333, 7.8, 12.533333333333333, 14.566666666666666, 7.7, 13.566666666666666, 7.566666666666666, 15.9, 13.4, 13.4, 5.733333333333333, 7.633333333333334, 9.6, 12.0, 13.0, 17.1, 16.4, 8.066666666666666, 12.0, 14.066666666666666, 16.333333333333332, 13.766666666666667, 17.466666666666665, 9.533333333333333, 11.8, 7.7, 15.733333333333333, 21.466666666666665, 11.233333333333333, 12.7, 8.1, 12.133333333333333, 5.833333333333333, 8.2, 7.7, 9.333333333333334, 8.733333333333333, 13.833333333333334]",7,18,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",68,1.95904139232109,1.36172783601759,5.65968769921293e-113,TRUE,"Control"
"7898","SNT04_1_[17 6 22]-3_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",16,84,50,0.586932530976404,1.51778571260496,50222,50222,0,"Any[-44.13333333333333, -7.166666666666667, -21.366666666666667, -48.43333333333333, -30.866666666666667, -13.066666666666666, -5.266666666666667, -14.966666666666667, -3.4, -42.03333333333333, -23.7, -7.4, -43.56666666666667, -33.9, -24.633333333333333, -49.166666666666664]","Any[21.7, 7.9, 16.5, 13.9, 17.5, 32.8, 37.6, 6.766666666666667, 14.2, 15.8, 19.0, 26.7, 14.566666666666666, 17.366666666666667, 35.46666666666667, 24.733333333333334, 7.566666666666666, 9.133333333333333, 17.366666666666667, 17.7, 11.166666666666666, 24.566666666666666, 10.2, 14.533333333333333, 14.833333333333334, 16.266666666666666, 18.566666666666666, 20.8, 15.266666666666667, 20.866666666666667, 11.766666666666667, 13.866666666666667, 23.766666666666666, 26.733333333333334, 15.9, 16.033333333333335, 19.233333333333334, 20.633333333333333, 30.466666666666665, 9.5, 9.8, 25.8, 28.433333333333334, 4.866666666666666, 14.4, 16.2, 43.13333333333333, 12.2, 16.966666666666665, 21.4, 39.06666666666667, 10.933333333333334, 18.433333333333334, 19.566666666666666, 13.266666666666667, 24.7, 34.766666666666666, 5.066666666666666, 11.366666666666667, 11.1, 14.633333333333333, 25.066666666666666, 3.8666666666666667, 30.033333333333335, 10.866666666666667, 21.333333333333332, 23.1, 18.7, 8.133333333333333, 17.366666666666667, 19.2, 8.3, 15.966666666666667, 17.8, 21.033333333333335, 26.833333333333332, 31.666666666666668, 3.3, 49.766666666666666, 12.0, 31.933333333333334, 19.833333333333332, 11.3, 17.8]",17,7,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",68,1.92941892571429,1.23044892137827,3.74619943166181e-101,TRUE,"Control"
"7899","SNT04_1_[17 6 22]-4_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",14,76,50,0.496518491342365,1.12920416259254,50222,50222,0,"Any[-13.1, -2.7333333333333334, -15.233333333333333, -9.766666666666667, -32.13333333333333, -8.533333333333333, -18.366666666666667, -19.3, -6.166666666666667, -36.266666666666666, -22.366666666666667, -30.366666666666667, -36.266666666666666, -2.7333333333333334]","Any[6.733333333333333, 14.466666666666667, 16.533333333333335, 19.366666666666667, 13.866666666666667, 17.733333333333334, 18.833333333333332, 27.1, 8.433333333333334, 14.466666666666667, 18.4, 30.933333333333334, 19.333333333333332, 23.466666666666665, 8.966666666666667, 16.5, 11.3, 15.1, 20.233333333333334, 19.433333333333334, 8.066666666666666, 12.666666666666666, 16.466666666666665, 8.5, 18.7, 14.9, 16.733333333333334, 19.366666666666667, 16.366666666666667, 10.366666666666667, 18.3, 22.0, 8.266666666666667, 8.933333333333334, 16.1, 48.13333333333333, 7.066666666666666, 12.9, 11.433333333333334, 19.666666666666668, 16.266666666666666, 8.9, 10.9, 14.8, 14.266666666666667, 16.633333333333333, 12.1, 18.466666666666665, 8.933333333333334, 23.6, 30.1, 15.033333333333333, 14.166666666666666, 25.9, 16.766666666666666, 11.266666666666667, 16.966666666666665, 23.2, 9.9, 3.2333333333333334, 18.766666666666666, 21.033333333333335, 22.466666666666665, 10.666666666666666, 11.433333333333334, 18.6, 12.5, 19.133333333333333, 13.2, 14.866666666666667, 16.833333333333332, 20.733333333333334, 18.233333333333334, 16.566666666666666, 24.733333333333334, 12.6]",16,12,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",62,1.88649072517248,1.17609125905568,7.5499640768899e-112,TRUE,"Control"
"7903","SNT04_1_[17 6 22]-8_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",8,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,33,50,0.197948663722157,0.688387645894672,50222,50222,0,"Any[-35.8, -9.0]","Any[15.533333333333333, 10.133333333333333, 19.933333333333334, 10.133333333333333, 11.2, 12.6, 10.033333333333333, 9.933333333333334, 10.433333333333334, 10.0, 9.9, 12.5, 10.266666666666667, 10.666666666666666, 10.466666666666667, 10.0, 16.266666666666666, 12.633333333333333, 16.966666666666665, 10.233333333333333, 10.2, 9.9, 9.9, 9.833333333333334, 12.566666666666666, 10.233333333333333, 10.0, 9.833333333333334, 10.0, 10.033333333333333, 10.333333333333334, 10.466666666666667, 13.066666666666666]",10,13,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",31,1.53147891704226,0.477121254719662,2.0011732503756e-93,TRUE,"Control"
"7904","SNT04_1_[17 6 22]-9_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",9,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",8,55,50,0.42185208743524,0.90913729009699,50222,50222,0,"Any[-45.0, -38.2, -32.13333333333333, -35.166666666666664, -47.53333333333333, -43.733333333333334, -15.633333333333333, -44.43333333333333]","Any[9.666666666666666, 22.133333333333333, 47.46666666666667, 8.333333333333334, 21.4, 47.96666666666667, 49.43333333333333, 9.466666666666667, 11.7, 15.633333333333333, 8.966666666666667, 31.6, 33.7, 23.766666666666666, 27.566666666666666, 22.433333333333334, 14.166666666666666, 19.6, 27.233333333333334, 9.2, 46.766666666666666, 9.466666666666667, 48.766666666666666, 7.6, 16.833333333333332, 40.266666666666666, 15.466666666666667, 18.966666666666665, 39.333333333333336, 9.566666666666666, 11.2, 27.066666666666666, 22.5, 25.2, 27.066666666666666, 26.1, 8.233333333333333, 37.9, 35.96666666666667, 25.866666666666667, 13.666666666666666, 18.766666666666666, 38.3, 12.6, 9.166666666666666, 26.433333333333334, 2.8, 43.36666666666667, 8.733333333333333, 12.733333333333333, 21.6, 8.266666666666667, 47.166666666666664, 21.066666666666666, 21.5]",9,6,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",47,1.7481880270062,0.954242509439325,1.82139310009074e-112,TRUE,"Control"
"7906","SNT04_1_[17 6 22]-11_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",11,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",13,52,50,0.443087497693452,0.87970310390518,50222,50222,0,"Any[-26.666666666666668, -16.3, -31.966666666666665, -40.4, -25.133333333333333, -25.966666666666665, -16.766666666666666, -42.666666666666664, -40.43333333333333, -11.4, -21.5, -44.2, -48.0]","Any[13.3, 17.366666666666667, 10.633333333333333, 5.266666666666667, 16.266666666666666, 13.933333333333334, 10.233333333333333, 11.833333333333334, 4.6, 13.266666666666667, 9.033333333333333, 11.566666666666666, 13.7, 20.8, 11.233333333333333, 6.366666666666666, 7.6, 17.566666666666666, 16.2, 17.3, 17.4, 9.833333333333334, 10.933333333333334, 14.5, 10.366666666666667, 11.366666666666667, 13.766666666666667, 15.033333333333333, 7.766666666666667, 11.533333333333333, 17.5, 11.833333333333334, 14.4, 7.833333333333333, 11.866666666666667, 12.6, 15.7, 19.133333333333333, 17.6, 7.8, 7.866666666666666, 7.866666666666666, 18.833333333333332, 17.2, 11.366666666666667, 13.7, 14.133333333333333, 7.8, 15.2, 13.766666666666667, 7.833333333333333, 16.333333333333332]",7,8,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",39,1.72427586960079,1.14612803567824,1.45068826598063e-111,TRUE,"Control"
"7907","SNT04_1_[17 6 22]-12_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",12,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,33,50,0.197948663722157,0.688387645894672,50222,50222,0,"Any[-31.3, -45.53333333333333]","Any[19.733333333333334, 12.0, 15.6, 7.9, 13.566666666666666, 12.466666666666667, 16.7, 13.6, 10.233333333333333, 13.066666666666666, 12.6, 9.966666666666667, 15.366666666666667, 19.733333333333334, 10.9, 11.166666666666666, 14.466666666666667, 17.266666666666666, 8.0, 12.433333333333334, 13.733333333333333, 10.2, 14.0, 16.233333333333334, 13.533333333333333, 9.533333333333333, 11.366666666666667, 12.5, 7.766666666666667, 7.833333333333333, 15.6, 18.033333333333335, 16.4]",13,6,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",31,1.53147891704226,0.477121254719662,2.0011732503756e-93,TRUE,"Control"
"7909","SNT04_1_[17 6 22]-14_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",14,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,29,50,0,0.60911444586651,50222,50222,0,"Any[]","Any[10.0, 13.966666666666667, 11.933333333333334, 15.866666666666667, 9.5, 10.566666666666666, 10.0, 7.733333333333333, 10.066666666666666, 10.0, 13.433333333333334, 16.566666666666666, 10.166666666666666, 11.2, 7.833333333333333, 9.7, 9.5, 9.466666666666667, 7.666666666666667, 7.833333333333333, 9.9, 12.6, 11.5, 10.0, 15.033333333333333, 9.333333333333334, 10.0, 11.733333333333333, 10.033333333333333]",9,11,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",29,1.47712125471966,0,4.2452216869519e-84,TRUE,"Control"
"7912","SNT04_1_[17 6 22]-17_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",17,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,28,50,0,0.760236268322861,50222,50222,0,"Any[]","Any[10.666666666666666, 15.3, 19.666666666666668, 9.9, 10.2, 13.5, 13.666666666666666, 16.366666666666667, 11.0, 10.033333333333333, 11.366666666666667, 12.133333333333333, 10.2, 9.766666666666667, 16.0, 13.0, 10.0, 10.233333333333333, 9.933333333333334, 9.933333333333334, 11.6, 15.966666666666667, 7.7, 13.333333333333334, 13.0, 11.366666666666667, 14.633333333333333, 11.2]",10,6,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",28,1.46239799789896,0,1.22424623853611e-78,TRUE,"Control"
"7914","SNT04_1_[17 6 22]-19_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",19,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,22,50,0,0.577114567906404,50222,50222,0,"Any[]","Any[8.966666666666667, 14.2, 11.966666666666667, 19.333333333333332, 12.933333333333334, 11.766666666666667, 15.166666666666666, 14.3, 13.066666666666666, 8.9, 9.0, 8.8, 11.133333333333333, 8.833333333333334, 16.433333333333334, 14.833333333333334, 12.866666666666667, 9.033333333333333, 9.033333333333333, 8.8, 9.5, 11.633333333333333]",8,6,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",22,1.36172783601759,0,2.26861719890985e-79,TRUE,"Control"
"7918","SNT04_1_[17 6 22]-23_tactile1","SNT04","SNT","M",1,"[17, 6, 22]","tactile1",23,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",6,20,50,0.385449644663773,0.63887656499994,50222,50222,0,"Any[-42.03333333333333, -29.3, -44.2, -47.766666666666666, -22.6, -10.1]","Any[10.233333333333333, 19.5, 9.633333333333333, 9.5, 11.266666666666667, 17.733333333333334, 3.3, 14.466666666666667, 10.233333333333333, 9.533333333333333, 14.2, 10.766666666666667, 9.566666666666666, 11.6, 9.4, 9.633333333333333, 12.1, 11.066666666666666, 10.6, 17.0]",9,6,0,0,"0:1:50","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_135702.rhs"", ""snt04_220819_135718.rhs"", ""snt04_220819_135734.rhs"", ""snt04_220819_135750.rhs"", ""snt04_220819_135806.rhs""]","[1, 2, 3, 4, 5]",14,1.32221929473392,0.845098040014257,4.94370625751187e-96,TRUE,"Control"
"8852","SNT04_2_[6 22 27]-3_tactile2","SNT04","SNT","M",2,"[6, 22, 27]","tactile2",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,100,50,0,1.1780301787479,66198,66198,0,"Any[]","Any[16.966666666666665, 18.266666666666666, 20.433333333333334, 25.8, 15.666666666666666, 17.7, 24.533333333333335, 15.766666666666667, 17.966666666666665, 20.6, 25.666666666666668, 15.9, 18.1, 20.533333333333335, 16.0, 18.4, 20.566666666666666, 15.833333333333334, 21.2, 15.633333333333333, 17.866666666666667, 20.533333333333335, 26.833333333333332, 16.6, 18.9, 21.4, 15.8, 14.4, 17.366666666666667, 24.766666666666666, 18.366666666666667, 21.333333333333332, 18.066666666666666, 23.666666666666668, 16.666666666666668, 19.133333333333333, 21.533333333333335, 17.566666666666666, 18.9, 16.0, 19.166666666666668, 21.666666666666668, 16.466666666666665, 18.8, 16.6, 19.6, 22.633333333333333, 27.666666666666668, 20.2, 24.166666666666668, 16.1, 18.5, 18.466666666666665, 21.9, 18.433333333333334, 14.0, 15.766666666666667, 19.833333333333332, 22.6, 16.4, 23.4, 24.166666666666668, 16.1, 21.166666666666668, 25.6, 19.066666666666666, 20.166666666666668, 21.766666666666666, 15.566666666666666, 19.6, 24.9, 20.766666666666666, 16.6, 22.966666666666665, 17.133333333333333, 20.4, 23.2, 16.533333333333335, 17.866666666666667, 20.866666666666667, 24.8, 19.1, 24.7, 16.766666666666666, 25.733333333333334, 18.433333333333334, 22.233333333333334, 23.766666666666666, 16.333333333333332, 18.4, 23.2, 18.766666666666666, 16.566666666666666, 18.866666666666667, 14.833333333333334, 24.566666666666666, 21.4, 16.766666666666666, 26.033333333333335, 17.333333333333332]",18,15,0,0,"0:1:50","[""snt04_220819_182318.rhs"", ""snt04_220819_182334.rhs"", ""snt04_220819_182350.rhs"", ""snt04_220819_182406.rhs"", ""snt04_220819_182422.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_182318.rhs"", ""snt04_220819_182334.rhs"", ""snt04_220819_182350.rhs"", ""snt04_220819_182406.rhs"", ""snt04_220819_182422.rhs""]","[1, 2, 3, 4, 5]",100,2.00432137378264,0,2.11305617686513e-96,TRUE,"Control"
"8853","SNT04_2_[6 22 27]-4_tactile2","SNT04","SNT","M",2,"[6, 22, 27]","tactile2",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",19,99,50,0.805339325111737,1.5049577931569,66198,66198,0,"Any[-41.333333333333336, -32.3, -36.9, -19.7, -12.766666666666667, -22.333333333333332, -3.433333333333333, -38.766666666666666, -37.233333333333334, -37.6, -39.43333333333333, -30.633333333333333, -25.366666666666667, -42.86666666666667, -48.56666666666667, -39.6, -33.733333333333334, -27.366666666666667, -24.6]","Any[22.1, 40.266666666666666, 20.8, 42.833333333333336, 33.833333333333336, 16.9, 27.1, 2.7666666666666666, 24.2, 27.433333333333334, 35.06666666666667, 23.2, 26.233333333333334, 19.333333333333332, 23.666666666666668, 31.8, 39.166666666666664, 27.1, 18.1, 22.2, 40.5, 42.56666666666667, 21.266666666666666, 23.1, 26.8, 17.966666666666665, 28.033333333333335, 21.866666666666667, 20.933333333333334, 24.8, 11.3, 18.9, 22.7, 36.2, 41.63333333333333, 23.6, 26.566666666666666, 48.233333333333334, 26.5, 23.966666666666665, 25.733333333333334, 27.1, 31.433333333333334, 17.466666666666665, 42.666666666666664, 26.533333333333335, 30.766666666666666, 46.1, 9.7, 23.966666666666665, 26.6, 32.2, 38.2, 39.666666666666664, 21.866666666666667, 23.266666666666666, 10.966666666666667, 21.933333333333334, 24.133333333333333, 24.7, 45.0, 19.5, 27.233333333333334, 28.666666666666668, 31.633333333333333, 16.1, 24.0, 28.5, 35.733333333333334, 8.066666666666666, 21.366666666666667, 23.0, 36.3, 25.566666666666666, 28.066666666666666, 38.766666666666666, 44.0, 24.7, 26.133333333333333, 28.233333333333334, 25.366666666666667, 22.733333333333334, 28.233333333333334, 35.733333333333334, 16.233333333333334, 19.233333333333334, 7.8, 11.2, 25.366666666666667, 18.766666666666666, 32.53333333333333, 26.433333333333334, 12.5, 20.9, 22.866666666666667, 36.166666666666664, 40.46666666666667, 47.333333333333336, 24.633333333333333]",23,8,0,0,"0:1:50","[""snt04_220819_182318.rhs"", ""snt04_220819_182334.rhs"", ""snt04_220819_182350.rhs"", ""snt04_220819_182406.rhs"", ""snt04_220819_182422.rhs""]","[1, 2, 3, 4, 5]","[""snt04_220819_182318.rhs"", ""snt04_220819_182334.rhs"", ""snt04_220819_182350.rhs"", ""snt04_220819_182406.rhs"", ""snt04_220819_182422.rhs""]","[1, 2, 3, 4, 5]",80,2,1.30102999566398,2.11976459246384e-120,TRUE,"Control"
